작성자,내용,추천수
user-pw7rm7nx8z,목숨을 희생했는데 지금껏 왜 아무런 조치도 없냐... 얼마나 없었으면 또 숨졌겠냐고 얼마나 어린 나인데 .... 제발 정신 좀 차렸으면 좋겠다,0
user-xq6ml4be3o,제발 똑바로좀 해라! 아까운 목숨들 .. 너무 안타깝다!,31
user-wc7fg2wz8i,몇십년이 지나도 변하지 않는 군대,1
jic5772,주위에 갓 졸업한 학생들이 군 시험 볼때마다 그건 최후의 수단이다 라고 조언하는데. 진짜 사회에서 백수생활 할거 아닐때 군 시험보라고 한다.,20
user-lm8lz2lj1p,반성할 마음도 없었다 이렇게 생각한다 강력 처벌 원합니다!!! 삼가 고인의 명복을 빕니다,1
seraph__,여러분 내가 뒤지더라도 내가 한두명은 담구고 죽는다 라는 마인드로 사세요. 제가 느낀건 피해 당한 사람만 결국은 억울하지 근본적인 원인은 해결이 안되고 아무도 안알아주고 자기들끼리 언제 그랬냐는 둥 묻습니다. 피해자가 비로소 발악하고 소리내야지 기어코 알아주고 그제서야 조치를 취합니다. 저가 느낀 이 대한민국 조직사회는.,4
lou1679,취재 너무 고맙습니다,0
user-tp6ev9ik5d,같은 부대 같은 방에서 두명이 죽었는데 저 부대를 그냥 놔둔거고 이제야 수사를 한다고? 관련자 전원 처벌하고 부대 해체 해야 함.,72
user-qz6um4be9w,이부대는 답이 없는듯하네,106
user-xg9ez7no1z,이게 대한민국 현실의 단면이야.,2
martinsaint2898,"고인의 명복을 빕니다..! 해당부대를 즉시 해체하고, 관련자들을 무겁게 처벌해야 합니다. 국민의 피같은 혈세로.. 이게 군대인가? 악마집단인가? 여동생같고, 딸같은 아이를.. 미친놈의 악마보다 더 악마같은 악마집단.. 꼭 댓가를 치루고 피눈물나는 후회와 자책속에서 삶을 마감하기를…",1
betlelis,하루빨리 공군의 모든 내부비리를 다 파헤쳐야됩니다!,53
user-sc2kw9yy9k,"직급이 낮은 간부마저 안타까운 일이 일어나는데 병사들은 어떨까 저런 부대는 전체적인 물갈이 , 개편을 할 필요가 있다 가해자들은 직접적인 처벌을 해야한다.",0
Spicy-goldman7,부사관들은 거의 이동이 없고 그 부대에서 썩은 물이 된다. 부사관들은 부사관들이 적이다. 잘 파악해봐라. 나도 예전에 군생활할 때 옆 부대에서 남자 하사관 한명 자살했는데 부사관들이 갈굼을 어찌나 했는지 그게 다 소문이 났었다.,136
karmad1429,"권력이나 기타 외력때문에 자살(실제로 자살뜻 그대로의 자살은 거의 존재하지 않죠. 다 이런식으로 당했기 나온 현상인데 어떻게 그게 '자'살이 되나)을 선택하려 하는 분들, 어차피 죽을거면 상대방 적을 죽이세요. 그러고 법정가기 싫다거나 할때 스스로 목숨을 끊는게 좋습니다.",0
ukjeong187cm8,이제와서 보니 진짜 임병장이 제대로 대처한게 맞는거같다,3
user-nd5xs7ql3s,진짜 기가차서 말이 안나오네 ㅋㅋㅋ 어떤 말도 믿을수가 없다 제발 모든 것이 다 밝혀지길 바랍니다 … 삼가고인의명복을빕니다,4
js997711,"우리나라는 어떤 사회이든 비슷한 문제가 생기는데, 이걸 바꿀 생각은 진짜 별로 없어보이는 듯 ㅎㅎ 이민을 가야 한다고 봄...",0
kparis7482,너무 안타깝네요..,0
romance8501,"원인과 결과를 제대로 이어서 기사를 써주세요. 고 이예람 중사가 숨진 방을 배정해서 강하사가 죽은게 아니라, 직장내 괴롭힘 등으로 인해 잘못된게 아닌가요? 공관을 버릴 수도 없는거고 그곳에 사람을 배치 할 수 밖에 없는걸 이런식으로 여론몰이에 쓰지 말아주세요. 원인과 결과를 제대로 해야 기사, 뉴스로서 정보전달의 역할을 제대로 하는겁니다",10
GET_IT_wrong,압수수색 은 기본이어야지,2
user-mc2ro7ss8v,레전드 찍기 대한민국은 현재 진행중 ): 그 곳에서는 편하게 쉬시길 ㅠ 삼가고인의 명복을 빕니다,30
user-xd9bk7be1v,이 뉴스 볼때마다 눈물나요 ㅠㅠ 우리 언니도 여군이였는데 상급자??한테 성희롱당하다 전역했거든요 복무중일때 전화와서 힘들다고 엉엉 울면서 전화하는데 뭐 할수있는것도 없고 마음 아프더라구여,1
do_ni3065,아무도 안 알려준 게 레전드,1
user-mb5sn8rf1i,왜 때려치지 못하고 그 어린 창창한 나이에.. ㅠㅠ 충분히 다른 직장을 구할수 있었을텐데 안타깝다.. 군의 썩어빠진 생태가 낱낱이 드러나길 바랍니다,1
user-ok8qo6wu1v,가해자새끼들 싹다 얼굴공개하고 직위박탈하고 감방에서 썩길! 진짜 관련된 놈들 한놈이라도 다 놓지지 말고 밝혀주길!! 저 어린 나이에 얼마나 힘들고 무서웠을까...,9
user-ui4wd9zw6d,"남자인 내가 여동생 혹은 누나가 있다면 뜯어 말리는 직업 1.군인 2.스튜어디스 3.간호사 (치위생사,병원코디포함) 4.유치원교사 보육교사 5.9급 공무원",14
rpmidle4647,"20대의 불안함과 여성이라는 군대내 일반적이지 않은 입장에서 느끼는 압박감이나 스트레스는 더더욱 심할거라 생각됩니다. 아무리 어르고 달래도 군대라는 갖힌 조직에서 느끼는 압박감은 남다를수밖에 없고, 이를 지켜보는 남군들 입장에서도 역차별이라 느낄수 있는 부작용도 있습니다. 이게 다 군대와 사회가 분리되 있기 때문에 생기는 문제입니다. 자연스레 여성들도 중고등학교때 안전,구급 훈련을 받으며 조직적 교육을 경험하고, 군대에 가는것도 사회와의 단절이 아닌 사회와의 연장( 월급이나 복지의 대응책)으로 생각되어야지만 이런 이질적 상황에서 튀어나오는 돌발상황을 최소화 할수있을겁니다.",0
hyeminyi1224,사회생활 못하고 약간 꽉 막힌사람들한테 니는 군인이나해라 라고 어른들이 말하는걸 많이 봤었는데…. 옛날부터 그런사람들이 많이 모인 곳이기 때문에 문제 해결이 안되는게 아닐까 싶네요……썩은 고인물이 얼마나 많을까ㅠㅠ;;,0
user-eb8yc7nb5w,그 부대 지휘관들 모두 대기발령하고 나머지 중간간부들 타부대로 보내고 완전 새로운 부대로 다시 시작하라,0
louiswoo6815,정부는 뭐하는것입니까!?? 왜 일을 겪고도 같은 사건이 같은 부대에서 또 일어나는것입니까!?? 제발 좀 정확한 수사와 강력한 처벌로 같은 실수가 반복안되길 바랍니다,1
user-em5ni2jf3i,저정도면 부대자체가.문제인거임 저 하사 위에 있는 상사들은 전원 진급 못하게 징계처리해야함,36
user-jw1xy3yb6q,우리의 좋은 친구! MBC! 공정과 상식의 방송!,48
young-je4ns,방이 문제일 터는 없지만 그래도 다른 용도로 쓰는 게 나을 듯....,0
Jim-gp2ul,우리나라에서 군에서는 절대 일하지마세요.......사람을 저렇게 막하는데가 어디있나.....,0
user-xx7kz1xz2h,여군 숙소에 여군 배치가 맞고 짬 안되는 사람이 가는게 보통의 일인텐데 숙소 문제는 문제가 아닌듯 하네요.,55
user-uy5rx3xl9g,안타깝다.....좀 제대로 수사좀해라 군사법 해제 해라,0
ballsnow2244,저긴 생활문화 자체가 문제가 있는거다 간부전원 전역시켜야,3
user-gi6yi3fg9t,역시 군대는 변하지않는구나,0
user-yw3we2hf1y,징병을 그만두면 좋다.,0
user-oo6ly8dp7d,처참하다.. 한국에서 여성으로 살아남기가 이렇게 힘든 일이다. 똑같은 일을 반복할 정도로 눈치조차 보지 않았다는 거다. 이 나라에서는 여자 목숨을 이따위로 취급한다.... 고인의 명복을 빕니다. 그리고 가해자들이 하루빨리 죽길 바랍니다.,0
user-qh4xl2vx4u,모든 정황들을 그냥 넘기지말고 확실히 밝힐것,1
dmodewinter6405,진짜 하늘무서운줄 모르는구나 죄을 어떻게 다 받으려고 남의집 귀한 자식들을 저렇게...,1
user-ki8tw4gi2w,군대 다녀온 한국남성이라면 알지 장교들은 진급 때문이라도 몸 좀 사리는데(그래서 장포대 대포중은 또라이 많음) 장기찍은 부사관들 또라이 진짜많지 제대로 조사해서 여군분들 원한 풀어주길 바랍니다,51
user-wq7up9oe7s,여군부대를 따로 만들기 바랍니다.,5
user-xe2mo5ob6g,공군 제 20 전투비행단은 국가 보훈에 도움은 커녕 민폐만 끼치는 부대네요.,0
ferguson8259,밝혀지지 않은 사건들은 얼마나 많을꼬...,1
senalar5173,레전드다 정말ㅋㅋㅋㅋ,55
user-he6ly9wz7m,우리가 모르는 비극적인 것이 얼마나 감춰지고 있을까?,1
yong637360,"도대체 저 어린 여자에게 무슨 짓을 한 거야,,,머 그리 큰 죽을 죄을 짓을 했기에 왕따 시키고 자살하게 만드냐고,,,,",13
user-ti1rg2qy2l,이쯤되면 공근출은 실존인물이 아닐까...,3
user-no6wz3xt2g,공군 이 ㅅㄲ들 기여얼 !!!!!!!!!,2
